pos1_x,pos1_y,pos2_x,pos2_y,pos3_x,pos3_y,pos4_x,pos4_y,pos5_x,pos5_y,pos6_x,pos6_y,thisN,thisTrialN,thisRepN,img_query,img_query_w,img_query_h,img_query_disp_w,img_query_disp_h,sam_1,sam_1_w,sam_1_h,sam_1_disp_w,sam_1_disp_h,sam_2,sam_2_w,sam_2_h,sam_2_disp_w,sam_2_disp_h,sam_3,sam_3_w,sam_3_h,sam_3_disp_w,sam_3_disp_h,sam_4,sam_4_w,sam_4_h,sam_4_disp_w,sam_4_disp_h,sam_5,sam_5_w,sam_5_h,sam_5_disp_w,sam_5_disp_h,img_targ,targ_w,targ_h,targ_disp_w,targ_disp_h,key_next_1.keys,key_next_1.rt,key_next_1.duration,position_loop.thisRepN,position_loop.thisTrialN,position_loop.thisN,position_loop.thisIndex,medTrial.thisRepN,medTrial.thisTrialN,medTrial.thisN,medTrial.thisIndex,thisRow.t,notes,key_next_1.started,medTrial.key_next_1.keys,medTrial.key_next_1.rt,medTrial.key_next_1.duration,participant,session,date,expName,expVersion,psychopyVersion,expStart,
0.0,-0.35,-0.55,0.0,0.55,0.0,0.55,-0.35,-0.55,-0.35,0.0,0.0,3,3,0,resources/images/medium/med_Q4.jpg,768,1024,0.225,0.3,resources/images/medium/med_S1_4.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_4.jpg,350,234,0.25,0.167142857,resources/images/medium/med_S3_4.jpg,350,341,0.25,0.243571429,resources/images/medium/med_S4_4.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_4.jpg,350,208,0.25,0.148571429,resources/images/medium/med_T4.jpg,768,1024,0.1875,0.25,space,0.3393347069941228,None,0,1,1,3,0,3,3,3,32.560916542002815,,32.560916542002815,space,0.3393347069941228,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.0,-0.35,-0.55,0.0,0.55,0.0,0.55,-0.35,-0.55,-0.35,0.0,0.0,4,4,0,resources/images/medium/med_Q5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_5.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_5.jpg,3264,1840,0.25,0.140931373,resources/images/medium/med_S4_5.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_5.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T5.jpg,768,1024,0.1875,0.25,space,0.17431974899955094,None,0,1,1,3,0,4,4,4,33.04581058300391,,33.04581058300391,space,0.17431974899955094,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.0,-0.35,-0.55,0.0,0.55,0.0,0.55,-0.35,-0.55,-0.35,0.0,0.0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,0,0,0,resources/images/medium/med_Q3.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_3.jpg,4160,2340,0.3,0.16875,resources/images/medium/med_S2_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_3.jpg,350,197,0.25,0.140714286,resources/images/medium/med_S5_3.jpg,2592,4608,0.140625,0.25,resources/images/medium/med_T3.jpg,1024,768,0.25,0.1875,space,0.972091374991578,None,0,2,2,2,0,0,0,2,33.48647745800554,,33.48647745800554,space,0.972091374991578,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,1,1,0,resources/images/medium/med_Q4.jpg,768,1024,0.225,0.3,resources/images/medium/med_S1_4.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_4.jpg,350,234,0.25,0.167142857,resources/images/medium/med_S3_4.jpg,350,341,0.25,0.243571429,resources/images/medium/med_S4_4.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_4.jpg,350,208,0.25,0.148571429,resources/images/medium/med_T4.jpg,768,1024,0.1875,0.25,space,0.42715895800211,None,0,2,2,2,0,1,1,3,34.55212541700166,,34.55212541700166,space,0.42715895800211,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,2,2,0,resources/images/medium/med_Q1.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S1_1.jpg,768,1024,0.225,0.3,resources/images/medium/med_S2_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S3_1.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S4_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_1.jpg,768,1040,0.184615385,0.25,resources/images/medium/med_T1.jpg,1024,768,0.25,0.1875,space,0.2287879579962464,None,0,2,2,2,0,2,2,0,35.18196379199799,,35.18196379199799,space,0.2287879579962464,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,3,3,0,resources/images/medium/med_Q5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_5.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_5.jpg,3264,1840,0.25,0.140931373,resources/images/medium/med_S4_5.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_5.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T5.jpg,768,1024,0.1875,0.25,space,0.22354762398754247,None,0,2,2,2,0,3,3,4,35.54263266699854,,35.54263266699854,space,0.22354762398754247,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,4,4,0,resources/images/medium/med_Q2.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_2.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S2_2.jpg,250,233,0.25,0.233,resources/images/medium/med_S3_2.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S5_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T2.jpg,4032,2268,0.25,0.140625,space,0.07602379099989776,None,0,2,2,2,0,4,4,1,36.005327457998646,,36.005327457998646,space,0.07602379099989776,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,0.0,0.0,-0.35,0.55,-0.35,-0.55,0.0,0.0,0.0,-0.55,-0.35,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,0,0,0,resources/images/medium/med_Q4.jpg,768,1024,0.225,0.3,resources/images/medium/med_S1_4.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_4.jpg,350,234,0.25,0.167142857,resources/images/medium/med_S3_4.jpg,350,341,0.25,0.243571429,resources/images/medium/med_S4_4.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_4.jpg,350,208,0.25,0.148571429,resources/images/medium/med_T4.jpg,768,1024,0.1875,0.25,space,0.1504958320001606,None,0,3,3,4,0,0,0,3,36.16261395800393,,36.16261395800393,space,0.1504958320001606,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,1,1,0,resources/images/medium/med_Q2.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_2.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S2_2.jpg,250,233,0.25,0.233,resources/images/medium/med_S3_2.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S5_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T2.jpg,4032,2268,0.25,0.140625,space,0.07033320800110232,None,0,3,3,4,0,1,1,1,36.539148875002866,,36.539148875002866,space,0.07033320800110232,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,2,2,0,resources/images/medium/med_Q1.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S1_1.jpg,768,1024,0.225,0.3,resources/images/medium/med_S2_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S3_1.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S4_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_1.jpg,768,1040,0.184615385,0.25,resources/images/medium/med_T1.jpg,1024,768,0.25,0.1875,space,0.1182574570120778,None,0,3,3,4,0,2,2,0,36.79866829200182,,36.79866829200182,space,0.1182574570120778,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,3,3,0,resources/images/medium/med_Q5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_5.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_5.jpg,3264,1840,0.25,0.140931373,resources/images/medium/med_S4_5.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_5.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T5.jpg,768,1024,0.1875,0.25,space,0.14684341600514017,None,0,3,3,4,0,3,3,4,37.04352412499429,,37.04352412499429,space,0.14684341600514017,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,4,4,0,resources/images/medium/med_Q3.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_3.jpg,4160,2340,0.3,0.16875,resources/images/medium/med_S2_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_3.jpg,350,197,0.25,0.140714286,resources/images/medium/med_S5_3.jpg,2592,4608,0.140625,0.25,resources/images/medium/med_T3.jpg,1024,768,0.25,0.1875,space,0.2861642909992952,None,0,3,3,4,0,4,4,2,37.453484875004506,,37.453484875004506,space,0.2861642909992952,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
0.55,-0.35,0.0,-0.35,-0.55,-0.35,0.55,0.0,-0.55,0.0,0.0,0.0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,0,0,0,resources/images/medium/med_Q4.jpg,768,1024,0.225,0.3,resources/images/medium/med_S1_4.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_4.jpg,350,234,0.25,0.167142857,resources/images/medium/med_S3_4.jpg,350,341,0.25,0.243571429,resources/images/medium/med_S4_4.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_4.jpg,350,208,0.25,0.148571429,resources/images/medium/med_T4.jpg,768,1024,0.1875,0.25,space,0.30308149999473244,None,0,4,4,0,0,0,0,3,37.833983832999365,,37.833983832999365,space,0.30308149999473244,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,1,1,0,resources/images/medium/med_Q5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_5.jpg,1024,768,0.3,0.225,resources/images/medium/med_S2_5.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_5.jpg,3264,1840,0.25,0.140931373,resources/images/medium/med_S4_5.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_5.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T5.jpg,768,1024,0.1875,0.25,space,0.20251541599282064,None,0,4,4,0,0,1,1,4,38.263154707994545,,38.263154707994545,space,0.20251541599282064,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,2,2,0,resources/images/medium/med_Q1.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S1_1.jpg,768,1024,0.225,0.3,resources/images/medium/med_S2_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S3_1.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S4_1.jpg,768,1024,0.1875,0.25,resources/images/medium/med_S5_1.jpg,768,1040,0.184615385,0.25,resources/images/medium/med_T1.jpg,1024,768,0.25,0.1875,space,0.16589970799395815,None,0,4,4,0,0,2,2,0,38.653877167002065,,38.653877167002065,space,0.16589970799395815,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,3,3,0,resources/images/medium/med_Q2.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_2.jpg,4032,3024,0.3,0.225,resources/images/medium/med_S2_2.jpg,250,233,0.25,0.233,resources/images/medium/med_S3_2.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_S5_2.jpg,350,233,0.25,0.166428571,resources/images/medium/med_T2.jpg,4032,2268,0.25,0.140625,space,0.13389537499460857,None,0,4,4,0,0,3,3,1,39.0548077919957,,39.0548077919957,space,0.13389537499460857,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,4,4,0,resources/images/medium/med_Q3.jpg,1024,768,0.3,0.225,resources/images/medium/med_S1_3.jpg,4160,2340,0.3,0.16875,resources/images/medium/med_S2_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S3_3.jpg,1024,768,0.25,0.1875,resources/images/medium/med_S4_3.jpg,350,197,0.25,0.140714286,resources/images/medium/med_S5_3.jpg,2592,4608,0.140625,0.25,resources/images/medium/med_T3.jpg,1024,768,0.25,0.1875,space,0.2406056250038091,None,0,4,4,0,0,4,4,2,39.45516758300073,,39.45516758300073,space,0.2406056250038091,None,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
-0.55,-0.35,0.0,0.0,0.55,-0.35,-0.55,0.0,0.55,0.0,0.0,-0.35,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,001,2025-06-27_09h16.04.351,pilot_study,,2025.1.1,2025-06-27 09h16.06.900719 -0400,
