thisRow.t,notes,WelcomeScreen.started,WelcomeScreen.stopped,Test.started,text_countdown.started,Test.stopped,EndScreen.started,EndScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,0.0408345409668982,0.04090266604907811,,,,,,pilot,001,2025-06-24_14h42.35.317,pilot_study,,2025.1.1,2025-06-24 14h42.39.147389 -0400,
,,,,0.04091795801650733,0.10197558300569654,10.041822290979326,,,pilot,001,2025-06-24_14h42.35.317,pilot_study,,2025.1.1,2025-06-24 14h42.39.147389 -0400,
,,,,,,,10.041856582975015,10.041894791065715,pilot,001,2025-06-24_14h42.35.317,pilot_study,,2025.1.1,2025-06-24 14h42.39.147389 -0400,
