img_query,img_query_w,img_query_h,img_query_disp_w,img_query_disp_h,sam_1,sam_1_w,sam_1_h,sam_1_disp_w,sam_1_disp_h,sam_2,sam_2_w,sam_2_h,sam_2_disp_w,sam_2_disp_h,sam_3,sam_3_w,sam_3_h,sam_3_disp_w,sam_3_disp_h,sam_4,sam_4_w,sam_4_h,sam_4_disp_w,sam_4_disp_h,sam_5,sam_5_w,sam_5_h,sam_5_disp_w,sam_5_disp_h,img_targ,targ_w,targ_h,targ_disp_w,targ_disp_h,thisN,thisTrialN,thisRepN,key_next_1.keys,key_next_1.rt,key_next_1.duration,medTrial.thisRepN,medTrial.thisTrialN,medTrial.thisN,medTrial.thisIndex,thisRow.t,notes,key_next_1.started,medTrial.key_next_1.keys,medTrial.key_next_1.rt,medTrial.key_next_1.duration,participant,session,date,expName,expVersion,psychopyVersion,expStart,
resources/images/medium/med_Q1.jpg,4032,3024,0.4,0.3,resources/images/medium/med_S1_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S1_2.jpg,4032,3024,0.35,0.2625,resources/images/medium/med_S1_3.jpg,4160,2340,0.35,0.196875,resources/images/medium/med_S1_4.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S1_5.jpg,1024,768,0.35,0.2625,resources/images/medium/med_T1.jpg,1024,768,0.35,0.2625,9,4,1,space,0.36077749900869094,None,1,4,9,0,81.9325877920055,,81.9325877920055,space,0.36077749900869094,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q2.jpg,1024,768,0.4,0.3,resources/images/medium/med_S2_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S2_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S2_3.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S2_4.jpg,350,234,0.35,0.234,resources/images/medium/med_S2_5.jpg,1024,768,0.35,0.2625,resources/images/medium/med_T2.jpg,4032,2268,0.35,0.196875,10,0,2,space,0.3679603750060778,None,2,0,10,1,82.47243212499598,,82.47243212499598,space,0.3679603750060778,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q1.jpg,4032,3024,0.4,0.3,resources/images/medium/med_S1_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S1_2.jpg,4032,3024,0.35,0.2625,resources/images/medium/med_S1_3.jpg,4160,2340,0.35,0.196875,resources/images/medium/med_S1_4.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S1_5.jpg,1024,768,0.35,0.2625,resources/images/medium/med_T1.jpg,1024,768,0.35,0.2625,11,1,2,space,0.3173233319976134,None,2,1,11,0,83.22460095900169,,83.22460095900169,space,0.3173233319976134,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q3.jpg,1024,768,0.4,0.3,resources/images/medium/med_S3_1.jpg,350,233,0.35,0.233,resources/images/medium/med_S3_2.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S3_3.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S3_4.jpg,350,341,0.35,0.341,resources/images/medium/med_S3_5.jpg,3264,1840,0.35,0.197303922,resources/images/medium/med_T3.jpg,1024,768,0.35,0.2625,12,2,2,space,0.2559697499964386,None,2,2,12,2,83.69245537499955,,83.69245537499955,space,0.2559697499964386,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q4.jpg,768,1024,0.3,0.4,resources/images/medium/med_S4_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S4_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S4_3.jpg,350,197,0.35,0.197,resources/images/medium/med_S4_4.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S4_5.jpg,768,1024,0.2625,0.35,resources/images/medium/med_T4.jpg,768,1024,0.2625,0.35,13,3,2,space,0.23271766598918475,None,2,3,13,3,84.03170879199752,,84.03170879199752,space,0.23271766598918475,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q5.jpg,1024,768,0.4,0.3,resources/images/medium/med_S5_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S5_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S5_3.jpg,2592,4608,0.196875,0.35,resources/images/medium/med_S5_4.jpg,350,208,0.35,0.208,resources/images/medium/med_S5_5.jpg,350,233,0.35,0.233,resources/images/medium/med_T5.jpg,768,1024,0.2625,0.35,14,4,2,space,0.06217874899448361,None,2,4,14,4,84.4294718339952,,84.4294718339952,space,0.06217874899448361,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q5.jpg,1024,768,0.4,0.3,resources/images/medium/med_S5_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S5_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S5_3.jpg,2592,4608,0.196875,0.35,resources/images/medium/med_S5_4.jpg,350,208,0.35,0.208,resources/images/medium/med_S5_5.jpg,350,233,0.35,0.233,resources/images/medium/med_T5.jpg,768,1024,0.2625,0.35,15,0,3,space,0.044309331991826184,None,3,0,15,4,84.63685841699771,,84.63685841699771,space,0.044309331991826184,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q4.jpg,768,1024,0.3,0.4,resources/images/medium/med_S4_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S4_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S4_3.jpg,350,197,0.35,0.197,resources/images/medium/med_S4_4.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S4_5.jpg,768,1024,0.2625,0.35,resources/images/medium/med_T4.jpg,768,1024,0.2625,0.35,16,1,3,space,0.1881637909973506,None,3,1,16,3,84.74388104199897,,84.74388104199897,space,0.1881637909973506,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q2.jpg,1024,768,0.4,0.3,resources/images/medium/med_S2_1.jpg,768,1024,0.2625,0.35,resources/images/medium/med_S2_2.jpg,350,233,0.35,0.233,resources/images/medium/med_S2_3.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S2_4.jpg,350,234,0.35,0.234,resources/images/medium/med_S2_5.jpg,1024,768,0.35,0.2625,resources/images/medium/med_T2.jpg,4032,2268,0.35,0.196875,17,2,3,space,0.1076704990118742,None,3,2,17,1,85.06603324999742,,85.06603324999742,space,0.1076704990118742,None,,001,2025-06-27_11h17.20.398,pilot_study,,2025.1.1,2025-06-27 11h17.55.715195 -0400,
resources/images/medium/med_Q3.jpg,1024,768,0.4,0.3,resources/images/medium/med_S3_1.jpg,350,233,0.35,0.233,resources/images/medium/med_S3_2.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S3_3.jpg,1024,768,0.35,0.2625,resources/images/medium/med_S3_4.jpg,350,341,0.35,0.341,resources/images/medium/med_S3_5.jpg,3264,1840,0.35,0.197303922,resources/images/medium/med_T3.jpg,1024,768,0.35,0.2625,18,3,3,,,,3,3,18,2,85.2864868750039,,85.2864868750039,,,,,,,,,,,
