thisRow.t,notes,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,pilot,001,2025-06-24_15h10.58.905,pilot_study,,2025.1.1,None,2025-06-24 15h11.03.339545 -0400,
