set_img,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,test.started,image.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,001,2025-06-27_12h50.57.709,pilot_study,,2025.1.1,2025-06-27 12h51.00.489064 -0400,
resources/images/QUERY1.jpg,0,0,0,0,0,0,1,1.6547029170033056,,1.6439135420077946,1.6547029170033056,,,,,,,,
