thisRow.t,notes,Test.started,fixation_4afc.started,ISI_load_images_2.started,top_left_img.started,top_right_img.started,bott_left_img.started,bott_right_img.started,mouse_4afc.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.01044475007802248,0.013415916007943451,0.010466584004461765,0.5197707080515102,0.5197707080515102,0.5197707080515102,0.5197707080515102,0.5148441670462489,,,,,,,,,
