set_img,correct
resources/images/4_matches/med4_1.png,3
resources/images/4_matches/med4_2.png,1
resources/images/4_matches/med4_3.png,3
resources/images/4_matches/med4_4.png,2
resources/images/4_matches/med4_5.png,1
